suite,model,model_slug,source_kind,label,eval,artifact_path,screenshot_desktop_path,screenshot_mobile_path,screenshot_deep_path,screenshot_mobile_deep_path,artifact_bytes,generation_ok,generation_duration_s,input_tokens,output_tokens,total_tokens,billing_tokens,reasoning_tokens,tool_use_tokens,cache_read_tokens,cache_write_tokens,cache_hit_tokens,total_cache_tokens,effective_input_tokens,display_input_tokens,usage_event_count,tool_calls,turn_count,self_check_attempted,self_check_ran,self_check_succeeded,self_check_runs,self_check_failed_runs,self_check_successful_runs,self_correction_edits,self_corrected_after_checker,self_correction_verified,assistant_turns_trace,self_check_mode,self_check_evidence,deterministic_failures,deterministic_warnings,vlm_failures,vlm_warnings,deterministic_failure_units,deterministic_warning_units,vlm_failure_units,vlm_warning_units,desktop_failures,desktop_warnings,mobile_failures,mobile_warnings,deep_failures,deep_warnings,mobile_deep_failures,mobile_deep_warnings,artifact_present,artifact_score_100,task_score,task_score_max,quality_score,quality_cap_reason,quality_class
publish,gemini35flash,gemini35flash,clean-final,skill-with-shell-gemini35flash-publication-final,module-explainer,results/publish/models/gemini35flash/artifacts/module-explainer.html,results/publish/models/gemini35flash/reports/screenshots/module-explainer-desktop.png,results/publish/models/gemini35flash/reports/screenshots/module-explainer-mobile.png,results/publish/models/gemini35flash/reports/screenshots/module-explainer-deep.png,results/publish/models/gemini35flash/reports/screenshots/module-explainer-mobile-deep.png,57420,True,203.178,2196880,10222,2207102,2207102,22501,0,0,0,1965131,1965131,231749,2196880,33,32,33,True,True,False,2,2,0,0,False,False,33,"read-checker,run-checker-cli",read scripts/check_birch_renderings.py | ran checker CLI: python3 scripts/check_birch_renderings.py --artifact eval-runs/skill-with-shell-gemini35flash-publication-final/module-explainer.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,100.0,20.0,20,100.0,,clean
publish,gemini35flash,gemini35flash,clean-final,skill-with-shell-gemini35flash-publication-final,implementation-plan,results/publish/models/gemini35flash/artifacts/implementation-plan.html,results/publish/models/gemini35flash/reports/screenshots/implementation-plan-desktop.png,results/publish/models/gemini35flash/reports/screenshots/implementation-plan-mobile.png,results/publish/models/gemini35flash/reports/screenshots/implementation-plan-deep.png,results/publish/models/gemini35flash/reports/screenshots/implementation-plan-mobile-deep.png,49628,True,201.715,2346900,9173,2356073,2356073,15150,0,0,0,2043078,2043078,303822,2346900,34,33,34,True,True,True,5,4,1,0,False,False,34,"checker-cli-error,run-checker-cli",ran checker CLI: python3 skill/scripts/check_birch_renderings.py --help | checker CLI usage error | ran checker CLI: python3 skill/scripts/check_birch_renderings.py --artifact temp_plan.html | ran checker CLI: python3 skill/scripts/check_birch_renderings.py --artifact /home/shaun/source/birch-html/temp_plan.html | ran checker CLI: python3 skill/scripts/check_birch_renderings.py --artifact /home/shaun/source/birch-html/eval-runs/skill-with-shell-gemini35flash-publication-final/implementation-plan.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,100.0,20.0,20,100.0,,clean
publish,gemini35flash,gemini35flash,clean-final,skill-with-shell-gemini35flash-publication-final,benchmark-comparison,results/publish/models/gemini35flash/artifacts/benchmark-comparison.html,results/publish/models/gemini35flash/reports/screenshots/benchmark-comparison-desktop.png,results/publish/models/gemini35flash/reports/screenshots/benchmark-comparison-mobile.png,results/publish/models/gemini35flash/reports/screenshots/benchmark-comparison-deep.png,results/publish/models/gemini35flash/reports/screenshots/benchmark-comparison-mobile-deep.png,97390,True,62.077,495825,829,496654,496654,4961,0,0,0,387138,387138,108687,495825,17,16,17,True,True,False,1,1,0,0,False,False,17,run-checker-cli,ran checker CLI: python3 /home/shaun/source/birch-html/skill/scripts/check_birch_renderings.py --artifact /home/shaun/source/birch-html/eval-runs/skill-with-shell-gemini35flash-publication-final/be,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,100.0,20.0,20,100.0,,clean
publish,glm51,glm51,clean-final,skill-with-shell-glm51-publication-final,numeric-data,results/publish/models/glm51/artifacts/numeric-data.html,results/publish/models/glm51/reports/screenshots/numeric-data-desktop.png,results/publish/models/glm51/reports/screenshots/numeric-data-mobile.png,results/publish/models/glm51/reports/screenshots/numeric-data-deep.png,results/publish/models/glm51/reports/screenshots/numeric-data-mobile-deep.png,62971,True,300.114,459899,16275,476174,476174,0,0,0,0,369152,369152,90747,459899,15,16,15,True,True,False,1,1,0,0,False,False,15,run-checker-cli,ran checker CLI: cd /home/shaun/source/birch-html && uv run --with pillow python skill/scripts/check_birch_renderings.py --artifact eval-runs/skill-with-shell-glm51-publication-final/numeric-data.h,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,True,99,19.8,20,99,,warn
publish,glm51,glm51,clean-final,skill-with-shell-glm51-publication-final,code-review,results/publish/models/glm51/artifacts/code-review.html,results/publish/models/glm51/reports/screenshots/code-review-desktop.png,results/publish/models/glm51/reports/screenshots/code-review-mobile.png,results/publish/models/glm51/reports/screenshots/code-review-deep.png,results/publish/models/glm51/reports/screenshots/code-review-mobile-deep.png,48933,True,133.324,254816,8008,262824,262824,0,0,0,0,202560,202560,52256,254816,11,13,11,True,True,True,1,0,1,0,False,False,11,run-checker-cli,ran checker CLI: cd /home/shaun/source/birch-html && uv run --with pillow python skill/scripts/check_birch_renderings.py --artifact eval-runs/skill-with-shell-glm51-publication-final/code-review.ht,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,True,92,18.4,20,92,,fail
publish,glm51,glm51,clean-final,skill-with-shell-glm51-publication-final,module-explainer,results/publish/models/glm51/artifacts/module-explainer.html,results/publish/models/glm51/reports/screenshots/module-explainer-desktop.png,results/publish/models/glm51/reports/screenshots/module-explainer-mobile.png,results/publish/models/glm51/reports/screenshots/module-explainer-deep.png,results/publish/models/glm51/reports/screenshots/module-explainer-mobile-deep.png,54229,True,94.822,358438,6652,365090,365090,0,0,0,0,254656,254656,103782,358438,9,15,9,True,True,True,1,0,1,0,False,False,9,"read-checker,run-checker-cli",read /home/shaun/source/birch-html/scripts/check_birch_renderings.py | ran checker CLI: cd /home/shaun/source/birch-html && uv run --with pillow python scripts/check_birch_renderings.py --artifact eval-runs/skill-with-shell-glm51-publication-final/module-explainer.htm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,100.0,20.0,20,100.0,,clean
publish,glm51,glm51,clean-final,skill-with-shell-glm51-publication-final,implementation-plan,results/publish/models/glm51/artifacts/implementation-plan.html,results/publish/models/glm51/reports/screenshots/implementation-plan-desktop.png,results/publish/models/glm51/reports/screenshots/implementation-plan-mobile.png,results/publish/models/glm51/reports/screenshots/implementation-plan-deep.png,results/publish/models/glm51/reports/screenshots/implementation-plan-mobile-deep.png,60535,True,90.03,210191,7574,217765,217765,0,0,0,0,180736,180736,29455,210191,15,16,15,True,True,True,2,0,2,0,False,False,15,run-checker-cli,ran checker CLI: cd /home/shaun/source/birch-html && uv run --with pillow python skill/scripts/check_birch_renderings.py --artifact eval-runs/skill-with-shell-glm51-publication-final/implementation,2,0,0,2,1,0,0,1,0,0,1,0,0,0,1,0,True,93,18.6,20,93,,fail
publish,glm51,glm51,clean-final,skill-with-shell-glm51-publication-final,benchmark-comparison,results/publish/models/glm51/artifacts/benchmark-comparison.html,results/publish/models/glm51/reports/screenshots/benchmark-comparison-desktop.png,results/publish/models/glm51/reports/screenshots/benchmark-comparison-mobile.png,results/publish/models/glm51/reports/screenshots/benchmark-comparison-deep.png,results/publish/models/glm51/reports/screenshots/benchmark-comparison-mobile-deep.png,64863,True,149.159,274201,14416,288617,288617,0,0,0,0,214336,214336,59865,274201,12,14,12,True,True,True,1,0,1,0,False,False,12,run-checker-cli,ran checker CLI: cd /home/shaun/source/birch-html && uv run --with pillow python skill/scripts/check_birch_renderings.py --artifact eval-runs/skill-with-shell-glm51-publication-final/benchmark-comp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,100.0,20.0,20,100.0,,clean
publish,gpt-5.3-codex,gpt-5-3-codex,clean-final,skill-with-shell-gpt-5-3-codex-publication-final,numeric-data,results/publish/models/gpt-5-3-codex/artifacts/numeric-data.html,results/publish/models/gpt-5-3-codex/reports/screenshots/numeric-data-desktop.png,results/publish/models/gpt-5-3-codex/reports/screenshots/numeric-data-mobile.png,results/publish/models/gpt-5-3-codex/reports/screenshots/numeric-data-deep.png,results/publish/models/gpt-5-3-codex/reports/screenshots/numeric-data-mobile-deep.png,40305,True,63.372,91503,5097,96600,96600,1083,0,0,0,76800,76800,14703,91503,8,11,8,False,False,False,0,0,0,0,False,False,8,,,2,2,0,0,1,1,0,0,0,1,1,0,0,1,1,0,True,93,18.6,20,93,,fail
publish,gpt-5.3-codex,gpt-5-3-codex,clean-final,skill-with-shell-gpt-5-3-codex-publication-final,code-review,results/publish/models/gpt-5-3-codex/artifacts/code-review.html,results/publish/models/gpt-5-3-codex/reports/screenshots/code-review-desktop.png,results/publish/models/gpt-5-3-codex/reports/screenshots/code-review-mobile.png,results/publish/models/gpt-5-3-codex/reports/screenshots/code-review-deep.png,results/publish/models/gpt-5-3-codex/reports/screenshots/code-review-mobile-deep.png,39494,True,94.334,461816,6027,467843,467843,2855,0,0,0,384640,384640,77176,461816,17,18,17,True,True,False,1,1,0,0,False,False,17,run-checker-cli,ran checker CLI: cd /home/shaun/source/birch-html && uv run --with pillow python skill/scripts/check_birch_renderings.py --artifact eval-runs/skill-with-shell-gpt-5-3-codex-publication-final/code-r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,100.0,20.0,20,100.0,,clean
publish,gpt-5.3-codex,gpt-5-3-codex,clean-final,skill-with-shell-gpt-5-3-codex-publication-final,module-explainer,results/publish/models/gpt-5-3-codex/artifacts/module-explainer.html,results/publish/models/gpt-5-3-codex/reports/screenshots/module-explainer-desktop.png,results/publish/models/gpt-5-3-codex/reports/screenshots/module-explainer-mobile.png,results/publish/models/gpt-5-3-codex/reports/screenshots/module-explainer-deep.png,results/publish/models/gpt-5-3-codex/reports/screenshots/module-explainer-mobile-deep.png,46290,True,93.641,555669,7177,562846,562846,1701,0,0,0,450304,450304,105365,555669,17,23,17,True,True,True,2,1,1,0,False,True,17,"checker-cli-error,checker-shell-reference,read-checker,run-checker-cli",read /home/shaun/source/birch-html/scripts/check_birch_renderings.py | shell referenced checker: rg '^def ' -n /home/shaun/source/birch-html/scripts/check_birch_renderings.py | ran checker CLI: mkdir -p /home/shaun/source/birch-html/eval-runs/skill-with-shell-gpt-5-3-codex-publication-final && cat > /home/shaun/source/birch-html/eval-runs/skill-with-shell-gpt-5-3-codex-pu | ran checker CLI: uv run --with pillow python /home/shaun/source/birch-html/scripts/check_birch_renderings.py --artifact eval-runs/skill-with-shell-gpt-5-3-codex-publication-final/module-explainer.h | checker CLI usage error,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,True,91,18.2,20,91,,fail
publish,gpt-5.3-codex,gpt-5-3-codex,clean-final,skill-with-shell-gpt-5-3-codex-publication-final,implementation-plan,results/publish/models/gpt-5-3-codex/artifacts/implementation-plan.html,results/publish/models/gpt-5-3-codex/reports/screenshots/implementation-plan-desktop.png,results/publish/models/gpt-5-3-codex/reports/screenshots/implementation-plan-mobile.png,results/publish/models/gpt-5-3-codex/reports/screenshots/implementation-plan-deep.png,results/publish/models/gpt-5-3-codex/reports/screenshots/implementation-plan-mobile-deep.png,45485,True,59.362,90659,4766,95425,95425,589,0,0,0,71168,71168,19491,90659,9,10,9,True,True,True,2,1,1,0,False,True,9,run-checker-cli,ran checker CLI: cd /home/shaun/source/birch-html && uv run --with pillow python skill/scripts/check_birch_renderings.py --artifact eval-runs/skill-with-shell-gpt-5-3-codex-publication-final/implem | ran checker CLI: cd /home/shaun/source/birch-html && uv run --with pillow python skill/scripts/check_birch_renderings.py --artifact /home/shaun/source/birch-html/eval-runs/skill-with-shell-gpt-5-3-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,100.0,20.0,20,100.0,,clean
publish,gpt-5.3-codex,gpt-5-3-codex,clean-final,skill-with-shell-gpt-5-3-codex-publication-final,benchmark-comparison,results/publish/models/gpt-5-3-codex/artifacts/benchmark-comparison.html,results/publish/models/gpt-5-3-codex/reports/screenshots/benchmark-comparison-desktop.png,results/publish/models/gpt-5-3-codex/reports/screenshots/benchmark-comparison-mobile.png,results/publish/models/gpt-5-3-codex/reports/screenshots/benchmark-comparison-deep.png,results/publish/models/gpt-5-3-codex/reports/screenshots/benchmark-comparison-mobile-deep.png,46793,True,61.812,60483,5615,66098,66098,746,0,0,0,53376,53376,7107,60483,7,8,7,False,False,False,0,0,0,0,False,False,7,,,4,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,True,88,17.6,20,88,,fail
publish,grok-4.3,grok-4-3,clean-final,skill-with-shell-grok-4-3-publication-final,numeric-data,results/publish/models/grok-4-3/artifacts/numeric-data.html,results/publish/models/grok-4-3/reports/screenshots/numeric-data-desktop.png,results/publish/models/grok-4-3/reports/screenshots/numeric-data-mobile.png,results/publish/models/grok-4-3/reports/screenshots/numeric-data-deep.png,results/publish/models/grok-4-3/reports/screenshots/numeric-data-mobile-deep.png,36903,True,49.028,73338,3307,76645,76645,925,0,0,0,62720,62720,10618,73338,10,9,10,False,False,False,0,0,0,0,False,False,10,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,100.0,20.0,20,100.0,,clean
publish,grok-4.3,grok-4-3,clean-final,skill-with-shell-grok-4-3-publication-final,code-review,results/publish/models/grok-4-3/artifacts/code-review.html,results/publish/models/grok-4-3/reports/screenshots/code-review-desktop.png,results/publish/models/grok-4-3/reports/screenshots/code-review-mobile.png,results/publish/models/grok-4-3/reports/screenshots/code-review-deep.png,results/publish/models/grok-4-3/reports/screenshots/code-review-mobile-deep.png,38297,True,55.392,190492,4553,195045,195045,2340,0,0,0,147520,147520,42972,190492,11,10,11,False,False,False,0,0,0,0,False,False,11,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,100.0,20.0,20,100.0,,clean
publish,grok-4.3,grok-4-3,clean-final,skill-with-shell-grok-4-3-publication-final,module-explainer,results/publish/models/grok-4-3/artifacts/module-explainer.html,results/publish/models/grok-4-3/reports/screenshots/module-explainer-desktop.png,results/publish/models/grok-4-3/reports/screenshots/module-explainer-mobile.png,results/publish/models/grok-4-3/reports/screenshots/module-explainer-deep.png,results/publish/models/grok-4-3/reports/screenshots/module-explainer-mobile-deep.png,9279,False,40.052,125766,3826,129592,129592,1202,0,0,0,46784,46784,53433,100217,15,6,7,True,False,False,0,0,0,0,False,False,15,read-checker,read /home/shaun/source/birch-html/scripts/check_birch_renderings.py,8,0,3,0,2,0,2,0,2,0,2,0,2,0,2,0,True,35.0,7.0,20,35.0,missing_birch_css,fail
publish,grok-4.3,grok-4-3,clean-final,skill-with-shell-grok-4-3-publication-final,implementation-plan,results/publish/models/grok-4-3/artifacts/implementation-plan.html,results/publish/models/grok-4-3/reports/screenshots/implementation-plan-desktop.png,results/publish/models/grok-4-3/reports/screenshots/implementation-plan-mobile.png,results/publish/models/grok-4-3/reports/screenshots/implementation-plan-deep.png,results/publish/models/grok-4-3/reports/screenshots/implementation-plan-mobile-deep.png,16152,False,41.596,32235,5236,37471,37471,1207,0,0,0,39488,39488,20479,59967,8,4,5,False,False,False,0,0,0,0,False,False,8,,,4,0,4,0,1,0,1,0,1,0,1,0,1,0,1,0,True,20.0,4.0,20,20.0,missing_birch_css_and_visibly_unstyled,fail
publish,grok-4.3,grok-4-3,clean-final,skill-with-shell-grok-4-3-publication-final,benchmark-comparison,results/publish/models/grok-4-3/artifacts/benchmark-comparison.html,results/publish/models/grok-4-3/reports/screenshots/benchmark-comparison-desktop.png,results/publish/models/grok-4-3/reports/screenshots/benchmark-comparison-mobile.png,results/publish/models/grok-4-3/reports/screenshots/benchmark-comparison-deep.png,results/publish/models/grok-4-3/reports/screenshots/benchmark-comparison-mobile-deep.png,10364,False,98.19,153411,7388,160799,160799,2517,0,0,0,39488,39488,6645,46133,8,15,16,False,False,False,0,0,0,0,False,False,8,,,4,0,4,1,1,0,1,1,1,0,1,0,1,0,1,0,True,35.0,7.0,20,35.0,missing_birch_css,fail
publish,haiku45,haiku45,clean-final,skill-with-shell-haiku45-publication-final,numeric-data,results/publish/models/haiku45/artifacts/numeric-data.html,results/publish/models/haiku45/reports/screenshots/numeric-data-desktop.png,results/publish/models/haiku45/reports/screenshots/numeric-data-mobile.png,results/publish/models/haiku45/reports/screenshots/numeric-data-deep.png,results/publish/models/haiku45/reports/screenshots/numeric-data-mobile-deep.png,23937,False,67.62,119520,7707,127227,127227,0,0,7297,12081,0,19378,11280,30658,4,9,10,False,False,False,0,0,0,0,False,False,4,run-checker-cli,ran checker CLI: cd /home/shaun/source/birch-html && uv run --with pillow python skill/scripts/check_birch_renderings.py --artifact eval-runs/skill-with-shell-haiku45-publication-final/numeric-data,16,12,1,0,4,3,1,0,4,3,4,3,4,3,4,3,True,35.0,7.0,20,35.0,missing_birch_css,fail
publish,haiku45,haiku45,clean-final,skill-with-shell-haiku45-publication-final,code-review,results/publish/models/haiku45/artifacts/code-review.html,results/publish/models/haiku45/reports/screenshots/code-review-desktop.png,results/publish/models/haiku45/reports/screenshots/code-review-mobile.png,results/publish/models/haiku45/reports/screenshots/code-review-deep.png,results/publish/models/haiku45/reports/screenshots/code-review-mobile-deep.png,53526,True,94.461,301467,10117,311584,311584,0,0,228528,34499,0,263027,38440,301467,11,11,11,True,True,True,1,0,1,0,False,False,11,run-checker-cli,ran checker CLI: cd /home/shaun/source/birch-html && uv run --with pillow python skill/scripts/check_birch_renderings.py --artifact /home/shaun/source/birch-html/eval-runs/skill-with-shell-haiku45-,6,0,0,2,2,0,0,1,1,0,2,0,1,0,2,0,True,87,17.4,20,87,,fail
publish,haiku45,haiku45,clean-final,skill-with-shell-haiku45-publication-final,module-explainer,results/publish/models/haiku45/artifacts/module-explainer.html,results/publish/models/haiku45/reports/screenshots/module-explainer-desktop.png,results/publish/models/haiku45/reports/screenshots/module-explainer-mobile.png,results/publish/models/haiku45/reports/screenshots/module-explainer-deep.png,results/publish/models/haiku45/reports/screenshots/module-explainer-mobile-deep.png,57853,False,75.42,211164,9407,220571,220571,0,0,0,55031,0,55031,80985,136016,3,10,6,True,False,False,0,0,0,0,False,False,3,read-checker,read /home/shaun/source/birch-html/scripts/check_birch_renderings.py,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,100.0,20.0,20,100.0,,clean
publish,haiku45,haiku45,clean-final,skill-with-shell-haiku45-publication-final,implementation-plan,results/publish/models/haiku45/artifacts/implementation-plan.html,results/publish/models/haiku45/reports/screenshots/implementation-plan-desktop.png,results/publish/models/haiku45/reports/screenshots/implementation-plan-mobile.png,results/publish/models/haiku45/reports/screenshots/implementation-plan-deep.png,results/publish/models/haiku45/reports/screenshots/implementation-plan-mobile-deep.png,50641,True,67.418,123711,7166,130877,130877,0,0,91600,16126,0,107726,15985,123711,9,9,9,True,True,True,1,0,1,0,False,False,9,run-checker-cli,ran checker CLI: cd /home/shaun/source/birch-html && uv run --with pillow python skill/scripts/check_birch_renderings.py --artifact /home/shaun/source/birch-html/eval-runs/skill-with-shell-haiku45-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,100.0,20.0,20,100.0,,clean
publish,haiku45,haiku45,clean-final,skill-with-shell-haiku45-publication-final,benchmark-comparison,results/publish/models/haiku45/artifacts/benchmark-comparison.html,results/publish/models/haiku45/reports/screenshots/benchmark-comparison-desktop.png,results/publish/models/haiku45/reports/screenshots/benchmark-comparison-mobile.png,results/publish/models/haiku45/reports/screenshots/benchmark-comparison-deep.png,results/publish/models/haiku45/reports/screenshots/benchmark-comparison-mobile-deep.png,49137,True,65.28,151349,7796,159145,159145,0,0,122743,12640,0,135383,15966,151349,11,10,11,False,False,False,0,0,0,0,False,False,11,,,4,0,0,3,1,0,0,1,1,0,1,0,1,0,1,0,True,93,18.6,20,93,,fail
publish,kimi,kimi,clean-final,skill-with-shell-kimi-publication-final,numeric-data,results/publish/models/kimi/artifacts/numeric-data.html,results/publish/models/kimi/reports/screenshots/numeric-data-desktop.png,results/publish/models/kimi/reports/screenshots/numeric-data-mobile.png,results/publish/models/kimi/reports/screenshots/numeric-data-deep.png,results/publish/models/kimi/reports/screenshots/numeric-data-mobile-deep.png,67620,True,194.344,470039,5317,475356,475356,0,0,0,0,425472,425472,44567,470039,20,23,20,True,True,True,3,1,2,0,False,True,20,run-checker-cli,ran checker CLI: cd /home/shaun/source/birch-html && uv run --with pillow python skill/scripts/check_birch_renderings.py --artifact eval-runs/skill-with-shell-kimi-publication-final/numeric-data.ht | ran checker CLI: cd /home/shaun/source/birch-html && uv run --with pillow python skill/scripts/check_birch_renderings.py --artifact /home/shaun/source/birch-html/eval-runs/skill-with-shell-kimi-pub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,100.0,20.0,20,100.0,,clean
publish,kimi,kimi,clean-final,skill-with-shell-kimi-publication-final,code-review,results/publish/models/kimi/artifacts/code-review.html,results/publish/models/kimi/reports/screenshots/code-review-desktop.png,results/publish/models/kimi/reports/screenshots/code-review-mobile.png,results/publish/models/kimi/reports/screenshots/code-review-deep.png,results/publish/models/kimi/reports/screenshots/code-review-mobile-deep.png,44300,True,627.536,1248543,24596,1273139,1273139,0,0,0,0,1192448,1192448,56095,1248543,33,36,33,True,True,True,2,1,1,0,False,True,33,"checker-shell-reference,read-checker,run-checker-cli","read /home/shaun/source/birch-html/skill/scripts/check_birch_renderings.py | shell referenced checker: grep -n ""CANDLE_CLASSES\|BIRCH_CLASSES\|LAYOUT_CLASSES\|SEMANTIC_CLASSES"" /home/shaun/source/birch-html/skill/scripts/check_birch_renderings.py | head -20 | shell referenced checker: grep -n ""callout"" /home/shaun/source/birch-html/skill/scripts/check_birch_renderings.py | shell referenced checker: grep -n ""eyebrow\|lede\|muted\|caption\|subtle\|note\|entity\|label-cell"" /home/shaun/source/birch-html/skill/scripts/check_birch_renderings.py | head -20 | shell referenced checker: grep -n ""code-block"" /home/shaun/source/birch-html/skill/scripts/check_birch_renderings.py | head -20 | shell referenced checker: grep -n ""data-tone"" /home/shaun/source/birch-html/skill/scripts/check_birch_renderings.py | head -20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,100.0,20.0,20,100.0,,clean
publish,kimi,kimi,clean-final,skill-with-shell-kimi-publication-final,module-explainer,results/publish/models/kimi/artifacts/module-explainer.html,results/publish/models/kimi/reports/screenshots/module-explainer-desktop.png,results/publish/models/kimi/reports/screenshots/module-explainer-mobile.png,results/publish/models/kimi/reports/screenshots/module-explainer-deep.png,results/publish/models/kimi/reports/screenshots/module-explainer-mobile-deep.png,17730,False,142.653,54919,5427,60346,60346,0,0,0,0,0,0,54919,54919,5,10,5,True,False,False,0,0,0,0,False,False,5,read-checker,read /home/shaun/source/birch-html/scripts/check_birch_renderings.py,6,0,7,1,2,0,3,1,1,0,2,0,1,0,2,0,True,20.0,4.0,20,20.0,missing_birch_css_and_visibly_unstyled,fail
publish,kimi,kimi,clean-final,skill-with-shell-kimi-publication-final,implementation-plan,results/publish/models/kimi/artifacts/implementation-plan.html,results/publish/models/kimi/reports/screenshots/implementation-plan-desktop.png,results/publish/models/kimi/reports/screenshots/implementation-plan-mobile.png,results/publish/models/kimi/reports/screenshots/implementation-plan-deep.png,results/publish/models/kimi/reports/screenshots/implementation-plan-mobile-deep.png,50937,True,372.779,468652,19358,488010,488010,0,0,0,0,415232,415232,53420,468652,15,16,15,True,True,True,1,0,1,0,False,False,15,run-checker-cli,ran checker CLI: cd /home/shaun/source/birch-html && uv run --with pillow python skill/scripts/check_birch_renderings.py --artifact eval-runs/skill-with-shell-kimi-publication-final/implementation-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,100.0,20.0,20,100.0,,clean
publish,kimi,kimi,clean-final,skill-with-shell-kimi-publication-final,benchmark-comparison,results/publish/models/kimi/artifacts/benchmark-comparison.html,results/publish/models/kimi/reports/screenshots/benchmark-comparison-desktop.png,results/publish/models/kimi/reports/screenshots/benchmark-comparison-mobile.png,results/publish/models/kimi/reports/screenshots/benchmark-comparison-deep.png,results/publish/models/kimi/reports/screenshots/benchmark-comparison-mobile-deep.png,51725,True,427.336,358341,15297,373638,373638,0,0,0,0,299776,299776,58565,358341,14,14,14,True,True,True,1,0,1,0,False,False,14,run-checker-cli,ran checker CLI: uv run --with pillow python /home/shaun/source/birch-html/skill/scripts/check_birch_renderings.py --artifact /home/shaun/source/birch-html/eval-runs/skill-with-shell-kimi-publicati,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,True,99,19.8,20,99,,warn
publish,minimax27,minimax27,clean-final,skill-with-shell-minimax27-publication-final,numeric-data,results/publish/models/minimax27/artifacts/numeric-data.html,results/publish/models/minimax27/reports/screenshots/numeric-data-desktop.png,results/publish/models/minimax27/reports/screenshots/numeric-data-mobile.png,results/publish/models/minimax27/reports/screenshots/numeric-data-deep.png,results/publish/models/minimax27/reports/screenshots/numeric-data-mobile-deep.png,50838,False,160.154,87235,10902,98137,98137,0,0,0,0,116736,116736,81499,198235,12,9,10,True,True,True,2,1,1,0,False,True,12,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,100.0,20.0,20,100.0,,clean
publish,minimax27,minimax27,clean-final,skill-with-shell-minimax27-publication-final,code-review,results/publish/models/minimax27/artifacts/code-review.html,results/publish/models/minimax27/reports/screenshots/code-review-desktop.png,results/publish/models/minimax27/reports/screenshots/code-review-mobile.png,results/publish/models/minimax27/reports/screenshots/code-review-deep.png,results/publish/models/minimax27/reports/screenshots/code-review-mobile-deep.png,43165,True,211.215,444148,7213,451361,451361,0,0,0,0,355328,355328,88820,444148,18,20,18,False,False,False,0,0,0,0,False,False,18,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,100.0,20.0,20,100.0,,clean
publish,minimax27,minimax27,clean-final,skill-with-shell-minimax27-publication-final,module-explainer,results/publish/models/minimax27/artifacts/module-explainer.html,results/publish/models/minimax27/reports/screenshots/module-explainer-desktop.png,results/publish/models/minimax27/reports/screenshots/module-explainer-mobile.png,results/publish/models/minimax27/reports/screenshots/module-explainer-deep.png,results/publish/models/minimax27/reports/screenshots/module-explainer-mobile-deep.png,50511,False,183.748,185140,15068,200208,200208,0,0,0,0,232320,232320,148313,380633,9,9,5,True,False,False,0,0,0,0,False,False,9,read-checker,read /home/shaun/source/birch-html/scripts/check_birch_renderings.py,4,0,4,0,1,0,1,0,1,0,1,0,1,0,1,0,True,20.0,4.0,20,20.0,missing_birch_css_and_visibly_unstyled,fail
publish,minimax27,minimax27,clean-final,skill-with-shell-minimax27-publication-final,implementation-plan,results/publish/models/minimax27/artifacts/implementation-plan.html,results/publish/models/minimax27/reports/screenshots/implementation-plan-desktop.png,results/publish/models/minimax27/reports/screenshots/implementation-plan-mobile.png,results/publish/models/minimax27/reports/screenshots/implementation-plan-deep.png,results/publish/models/minimax27/reports/screenshots/implementation-plan-mobile-deep.png,21904,False,64.763,27146,4563,31709,31709,0,0,0,0,7040,7040,11494,18534,3,3,4,False,False,False,0,0,0,0,False,False,3,,,14,4,0,0,4,1,0,0,3,1,4,1,3,1,4,1,True,35.0,7.0,20,35.0,missing_birch_css,fail
